ptid,Y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,W
1,11.2820279541303,0.473711049475286,-1.2387225893396,0.231774733046836,-0.744179142557393,-1.44076630980533,-0.367063728194386,1,-3.00368939954138,0,0,-0.754486738296296,1,1,-0.68770667054728,1,1,-1.82372170150292,1,0,-1.86895352001166,0,1,1,1,1,-1.25790374035308,0.188256114896585,-0.563869595264994,1,-0.664858770047327,1,0.0823536917374257,0.0450789836308438,-1.02207367247727,-0.69869655771676,0.085747333117524,1,-1.5084243407448,-1.6327313711113,1,-1.24663057673294,-1.0439135297031,0,-0.490807735355678,-0.90546912491247,1,-0.916150139503642,-1.91651717070286,-1.15447417098708,-0.809267130164493,0
2,2.06813430402964,-0.628134842097033,2.02424025451656,2.07653206380149,0.679107809876182,1.71555257534384,2.55021933296986,0,-0.457483087226927,0,0,0.660842726069129,0,0,1.70031280948702,0,0,0.779606472111413,0,0,1.49531694763236,0,0,0,0,0,2.02393568182894,0.377955693201379,1.99514339413075,0,1.25679248598519,0,2.20393731975443,0.634129108249969,0.573023004951955,-0.16418209729981,0.900003672871741,0,-1.14117056961701,2.2670400906376,0,1.56701808466894,0.563719822857797,0,1.68651034003511,1.0447445863217,0,1.96550055064547,1.44232910614429,1.02120581732823,2.21348436357292,1
3,-2.26547271480411,1.22042557260078,1.40868743416403,1.28187550533043,0.603747693418366,-0.401858036123151,1.4506483842165,0,0.861953988572222,0,0,-0.428348242592315,0,0,1.24711456849409,0,1,0.846972736146808,0,0,0.301801301815707,1,1,1,0,0,-0.753955703195689,-1.60946638784729,0.66370502356304,1,0.309433430879866,1,0.948300765218379,2.71954582208421,0.00114613312878881,1.18854968985855,0.0784830635903509,0,1.31334090960794,0.274989630317013,0,0.349648730779741,-1.30626509854476,0,0.0677795900223485,2.09942510364342,0,0.092424884913839,-0.737696995367574,0.388849407335195,1.5939999579453,0
4,6.80310796526304,1.38064875113939,0.400697112752331,0.166173117042278,-0.0474199782244468,1.05161192529517,-0.0953878231031452,0,0.655223097854695,0,0,0.149528338538979,0,1,-1.68889498801543,1,1,-0.56322043206871,1,0,-0.57732421888465,0,1,1,1,1,-0.255170312316697,-0.450973556576657,0.355239153014049,0,-0.23937767983025,0,-0.513595424344899,0.102833311988648,-0.0050630698644254,0.654940010448141,-0.0256791440132608,1,-0.529354215161952,0.609098140621715,0,0.303269484349154,-0.163108355274337,1,-0.272544739879765,0.030130629605794,1,-0.116007495733935,-0.971065295795767,-1.16313689250553,0.0902016059299853,1
5,3.0080322744404,1.74074918598639,-0.184524739965595,-0.0765476219460158,-0.0579132679077235,-0.478861289056733,0.390198495471868,0,-0.68175213219381,0,0,1.01563644510092,0,0,-0.100934131389335,0,0,-0.404105848766539,1,0,0.851252873501983,0,1,1,1,0,1.12490909025425,0.0171232829345053,1.50778472516673,1,-0.0928173145909163,0,-0.210843227601127,-1.24433570066771,-1.13520034995267,0.225785562652901,-0.161396939190716,0,-1.26742361962696,0.182748028240421,1,-0.609456606261372,-0.15722348250266,0,0.410624159933671,0.595102410152226,1,0.0531939553955163,0.785454372167655,1.495301384729,0.568658430898416,0
6,-0.0258989452711553,-2.13018173030686,-1.17725856285692,-1.17539740430446,-1.25253918611896,-0.866676149516998,0.241855188818412,1,-1.22021545555943,1,1,-2.68443282880464,1,0,0.0253260116516542,1,1,-1.43932055299998,1,1,-1.98097610378879,1,1,1,1,1,-1.85457765907639,-2.32288089565451,-1.60995304461771,1,-0.622767808053757,1,-1.57778995793393,-1.2704071439584,0.0527848629291084,-1.80294105840009,-0.64822294969758,1,-0.990689900642952,-1.62188522280404,1,0.909155668080527,-0.704633235902332,1,0.161239811397323,-1.64825639086364,1,1.14942586021613,-2.24240608071549,-1.94929037988734,-0.724106645594091,1
7,-4.91392084444658,-0.251843184453192,-0.0795174951297315,0.608037137115984,1.13743746739944,0.538289656803948,-0.753832555996455,0,-0.0383402104423947,0,0,1.65743989191282,1,1,2.00844805646189,0,0,1.36344724439579,0,0,0.877337831707211,0,0,0,0,1,-0.392494204889497,1.2739017073143,-0.841114599524228,0,0.78637126394087,0,-0.727707694542243,-0.0296678790122241,-0.604038187880371,1.04869784194103,-0.474522357348234,0,1.27346856029452,0.48679433028723,0,-0.465870380975136,0.995013914614381,0,0.376330458838388,-0.55161804498729,0,1.7050954021728,-0.0360467089437863,-1.30162256783123,0.382461119872932,0
8,-2.17766592901066,-1.17690538834074,-0.259100974560089,0.244177456699224,-1.36198275758876,-0.180432838181294,-1.75244327822897,1,-1.01426385638179,1,1,-1.15853985059246,1,1,-1.07852207590887,1,1,-1.04150251693084,1,0,0.481565689678673,1,1,1,1,0,-0.934530686576927,0.0657033046013506,0.872369874142572,1,-1.25009162939371,0,-2.48510443634441,-1.21572343117725,-1.67541438193885,-0.930558711498199,0.88160476652324,1,-1.57504810398547,-1.47890654340223,1,-2.22475711848018,-0.489951252207256,1,0.0722908057698614,-1.50458662210038,1,-1.70155668937585,-1.48465060466977,-0.0160891630681873,-0.724942352633887,1
9,1.09352838542761,1.18077075796329,-0.393719613245054,-0.0364986842155483,-0.00795576553592139,0.391605579634651,1.17692262003948,0,-0.270521436675827,0,0,0.699454684554674,0,0,1.86393386258164,1,0,-0.0320857044581282,0,0,0.26744826197965,1,1,0,1,0,-0.385173760753716,-0.0268750910192887,0.051159889310154,1,0.475099487136827,0,-0.842984549120573,0.210521160452925,2.24116704801676,1.84957004119132,0.135631533455891,0,0.060077840834757,-0.13609197031306,0,1.81180589817778,0.0815867714895279,0,0.548924590871731,-0.152151991323356,0,-0.918688087610552,-0.216728206775098,1.18535266846579,0.0032964550617543,0
10,8.67797044189398,-0.344492873641571,-0.463932908969469,0.331883361415426,0.143700324487563,-0.0399265489170474,-0.501991079971901,0,-0.882287841460549,1,1,-0.0432189922791161,1,1,-2.37959509594997,1,1,-2.35931353138229,1,1,-0.296678896139248,0,1,1,1,1,-1.66728200996239,-0.281913557009255,-0.807116302147594,1,0.680947002669289,1,0.329740528267886,-1.81472280880228,-1.99965395070874,-1.47013365819622,-0.39562041117514,1,1.37972671040396,-0.489722453971475,1,0.0375751964674948,-0.885592543943685,1,0.272586014180151,-0.470385117733566,1,0.163753662367635,-0.547030595356455,-0.808270938388809,-0.143382130137765,1
