ptid,Y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,W
1,1,-0.0423067815736873,0,1,-0.367199630960588,0,0.554097682339145,-0.0848557628783007,0,0.127686743898683,0.822747488490332,-0.22925644367185,-0.557590803091502,1,0.591635928319583,0.553910613191072,1,-0.174329824699748,0,-0.247718936480945,1.81244824158653,1.00837925401348,0.391706484166109,1,1,1,0.441300996076676,-1.2106596920366,-2.33225464683865,1,0,-0.441510957475318,-1.33912065945379,1,1,1.01506512796689,0,1,-0.916907300270755,-0.404855431438169,-0.314490560620133,-0.0391994348664458,0,0.421012087525184,1,1,-1.22366157804045,1,-0.743317929355794,-0.687886462110824,-1.30305700823174,0
2,1,1.06359205436169,0,0,-1.32134055005694,0,2.22592741019179,0.10656746026445,0,0.586408453158166,0.596685677578021,1.97970079585646,-1.00042796056472,0,0.664213127711995,1.58699276504205,0,2.11694651217496,0,1.46252193931545,1.35164985478629,1.58050077433341,1.62934126429183,0,0,0,2.0323871957965,1.24212498120124,0.750374582563174,0,0,0.187448507178582,1.36912610772207,1,1,-0.771451363687115,0,0,1.15382483687377,1.49850623816744,0.685766003492834,1.57336302676712,0,0.112613308870552,0,0,0.65212802726728,0,1.08289039082287,1.42193210240912,-0.10985021903226,1
3,1,1.34830605810833,0,1,0.985416910331707,0,2.0813414830209,-0.231467238519033,1,0.178404904087505,0.728050723806528,0.563235748522956,1.56913432487866,0,0.658147378074913,-0.245715634121481,0,1.48092033904615,0,1.88298007831557,0.249723003372669,1.10604758455602,1.40982830306303,1,0,0,0.746257253669152,-0.155688647236265,0.171564666605,1,0,1.12741240999701,0.988735704153128,0,1,0.211272997592102,0,0,0.342416955856911,0.471596855057111,2.24779770088979,-0.321584779234898,0,0.558848232886938,0,0,0.347896442303743,1,-2.27511723769803,-0.156380481603016,-0.65350608875868,0
4,1,0.68544508941444,1,1,-2.2977006031285,1,-1.09399410044096,0.152279230206477,1,-0.38528964183824,-0.585373706824517,-1.0813112588426,-0.741072920905334,1,-1.82125759223278,0.0331744138228855,1,-0.597660847079287,0,-1.17682463455819,-1.1096850384901,-0.990080795199709,-1.27222488421867,1,1,1,-0.09629314511837,-0.203134472088619,-1.15476932880171,0,1,-1.00620392177846,-0.318424026505967,1,1,-0.696317383447213,1,0,-1.84811965233094,-2.3189986270741,-1.12600032982288,-0.752747170052882,1,0.57525135739577,1,1,-2.33360699907522,1,-0.621734301107458,-2.13259217302013,0.632299144934326,1
5,1,-0.535368854284779,1,1,-1.37214819661828,0,-1.23587776028692,-0.100614781011772,1,-2.47976536101656,-1.39659469823997,-1.13492475237575,-1.47609728107895,1,-1.5810651455964,-0.442173055069153,1,-1.67671254932785,1,-0.577844759350942,-0.174547718518981,-1.29461563824202,-1.06710874194923,1,1,0,-1.1830595561768,-0.076305563645248,-0.915867573672722,1,1,-2.31499207362385,-1.055738223986,1,1,-1.38049459947444,1,0,-0.701043645170176,-1.17201766087295,-1.5313713513515,-0.164814487468989,1,-0.993196542727526,1,1,-0.862746068746234,1,-2.03048528126342,-2.38807398046099,-0.360574606722157,0
6,0,0.83324563357148,0,1,-0.369661768359662,0,1.6029279621184,0.331456300576155,1,-0.0513703546282131,-0.468389735025752,0.342020759960173,1.06158000134385,0,0.33933466971136,0.935600026490226,1,0.0222665931687654,1,-0.284953492380469,-1.80640013704127,-1.14272748788705,0.0236141779997562,1,0,1,0.332886133232689,-0.167200143661384,-0.956961400517543,0,1,-0.761836136309152,-1.33375991571438,1,1,-1.10017035205409,0,0,0.203487042862584,-0.722884947051063,-1.10377985575954,1.05000318402587,0,0.257743351302791,0,1,-1.38344980657824,0,0.218713415428134,1.35580591438376,0.359372177847917,1
7,0,0.169558314797151,1,1,-0.111694665425593,0,-0.145396914045147,0.914863650692071,1,0.465401547893157,-1.15887363598017,-0.447092759984646,0.683543341982999,0,-0.819926630429364,0.331165588366827,1,-0.297416190346293,0,0.00813343225414329,1.4374378739797,-1.57898023404544,-0.0818426685033135,0,0,1,-1.11404637194403,-0.000588989854820136,-1.45239832198805,1,1,0.185868012219848,0.604057485269591,1,1,-0.54496188499821,1,1,-1.63747815962276,-0.840889064938161,-0.298388963510268,1.5210211305563,0,-0.757074277726424,1,1,-1.22106981060571,1,-0.266653866355797,-0.634264157138353,-0.821341462440804,0
8,1,0.197170952439706,0,0,0.386339369259741,0,0.683321269230414,-0.499657368427014,1,1.98527166848155,-1.46093796931826,-1.19571144084921,-0.558272275009144,0,0.213699715321072,0.0302141840100517,0,-0.946623746497268,1,-0.844212364647671,-0.47671574939745,-0.0518483900431073,0.674107403943324,1,1,1,-1.63263651613385,-0.615460529481652,-0.768539658304521,1,1,0.0548368852393429,-0.764837887082925,0,1,0.612129914813941,0,1,-0.0698800529300566,-1.51992127809453,-0.741578030803827,0.476329123949213,1,-0.707322167538365,1,0,-2.30894822402409,0,0.0716676735346743,-1.29673273399442,-0.948849922173805,1
9,0,-0.443499027774278,1,1,-0.413086292372252,0,-0.0248779750254098,0.495359161053379,1,-0.424727984484858,-1.63609657035928,-1.54367732118441,-1.01105711622474,1,-1.205040849327,-1.77761001523649,1,0.317590880665513,0,-0.962266707045774,0.800113155626781,-1.71536290849001,-2.04833166258502,1,1,1,-0.893050438477642,-1.54598332385565,-1.45280270028958,1,1,-1.09088370247542,-1.9781439859667,1,1,-1.39526537947354,1,1,0.784951051045673,-2.19959358569725,-2.09240645281484,-2.12345178766765,1,-1.41873978520991,0,1,-1.09116559610383,1,-1.83733059441733,-0.688395641812896,-2.65017684758863,0
10,0,-0.483330603632596,1,0,0.253716256115215,0,0.0262685410012214,2.00747488047011,1,1.64800447819343,1.99453086659173,-0.256158513620055,0.665781161225137,0,0.555399379271264,-0.158676985303208,0,-0.115356969012248,0,0.937171615926474,-0.452999832765041,0.285368080221907,-0.288036950722359,1,1,0,0.302060488885781,1.47519030615043,0.267280997631924,0,0,1.54043996906522,-0.520863903456955,1,0,0.940939948727921,0,0,1.56998884213456,1.41822342125291,0.504221612670787,1.16191991738956,0,0.534775316382709,1,1,0.670915337028478,0,0.29418946256172,0.549023932005519,0.039700311996826,1
