ptid,Y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,W
1,-5.56135574166139,-0.625235578507329,2.01243331032407,-0.335481806817672,-0.65240983266595,0.978739735617621,0,-0.557487880550369,1,0.411523119928916,0,0,1.36137235327571,0,1,0,0,1.29871772283931,-1.07113675671263,0,0.857499008555265,-1.02777615005224,-0.921620902142422,0,0,-0.244854334149967,0,0,0.134507177275691,0,-0.872134491977818,-0.874518765968805,1,-0.588505461379946,0.423539394773705,-0.11445983242789,-0.862077701751138,-0.312703820134266,0,0,-0.244309391798024,0.558477898265377,-1.09372103043249,0.992532717479521,0.105708004537494,0,0,-0.490122382619494,0,-0.199218863735873,-1.12116497929754,0
2,-2.20978003448781,0.957466010135841,0.546680163897926,1.35855835619527,1.50790893000635,0.759125425196624,1,-1.62148857922849,0,0.521003486155948,0,0,1.1305136247134,0,0,0,0,0.559905977156854,0.914154877485942,0,1.38544041569552,1.96471140339342,-0.653652781098865,1,0,1.42151443390935,0,0,0.190527594178369,1,1.85028044222502,-0.181433276593779,0,0.533246223018699,0.817958364759778,0.500061274005136,0.954634924761777,0.438498150103017,1,0,-0.38416990055948,0.693547685344597,0.271546511432233,1.71064011999012,-0.692192959370117,0,0,1.62173236377371,0,0.978127317778179,1.83013491443704,1
3,6.70322647212219,1.66304245455165,2.23585919067292,0.201865295518834,1.27813006278653,0.122035342002497,0,1.44895396082709,0,-0.291906885756791,0,0,1.12872715519674,0,0,0,0,0.630533778772277,0.879593654932418,0,0.632276876662112,1.22425880458994,-0.273988915516879,0,0,0.0119310891861177,1,1,1.02574676065064,0,-0.2683458567647,-0.0534614928726304,0,0.963640834383304,0.0399050912624717,1.16302434099487,1.2726211601766,-0.505943693987749,0,0,0.362961809738914,0.380403221879036,0.327314227766574,0.495402973103832,1.33837305708142,1,1,-0.26727753846723,0,0.235691996460282,1.8356751166348,0
4,12.7532148008527,0.420763331108118,-0.841391459905575,-1.36254752672921,0.231800309150386,0.685903013267348,0,-0.082591331166213,1,-1.72368062106025,1,1,0.541370260242397,1,1,1,1,-1.24986331653527,0.467585282870458,1,0.039801672259525,-1.17177028894645,0.952345822732373,1,0,0.392138794847314,0,0,-1.64562302760903,1,-0.2658331275207,0.631547330492168,1,0.170059658481013,0.495527873094382,-0.301001305685744,-0.0564707901703905,0.479188471135084,1,1,0.742802791905675,-0.496070405408676,-0.262530678351278,0.140588317928083,-0.310962303564591,1,1,-1.26213822685306,0,-0.562719143680143,0.108116840716645,1
5,-3.2226974770384,0.266084396280857,-0.460801677631026,0.785128501210987,0.101628425274563,0.630247306007097,1,-0.439655277651474,1,-1.54952022286719,0,0,-1.02000447490704,0,0,1,0,-0.0251064524673701,-0.866490167359004,0,-0.158960057128003,-0.014023312886181,0.437693416364663,1,0,0.497128994485424,0,0,-0.680057018887746,0,0.45615262518626,0.0188685751557174,1,-0.0429135763548362,0.0237966971754057,0.0128588551492141,-0.409096140546514,0.784123827428008,0,0,-0.317064789460891,-0.585198603736818,-0.0751515224202603,-0.914165978319086,0.753521933765889,1,1,0.546594061451368,1,1.10692323114286,0.118299908798865,0
6,2.42651598768291,-0.0478286235873429,-0.437233559784866,0.795967582181795,-0.208444950883725,-1.3233921274152,0,-0.0552894211429956,1,0.682262152408899,1,0,-0.376895935996406,1,1,1,1,-0.213026729860515,0.818236820269795,0,1.23988691526837,-0.00485112470071756,-1.26791396689513,1,0,-1.36280198447584,0,1,-0.0817476138997663,0,-0.457775153742085,0.435713565225196,1,-1.50285816952218,-0.817526234356843,-0.197145108115142,-0.875310037657233,0.164947704471765,1,1,0.791501762806221,-0.535618461881302,-1.54636686947145,-0.901203731894953,-1.31351901641812,1,0,-0.578492385267049,0,-0.604076063687031,-0.218759605070118,1
7,1.81372946546367,-0.0378816454659359,-0.931930545979226,0.311441576768005,0.567488116203776,0.300861020859693,0,0.780878783216336,0,0.875095686345397,1,0,0.256707449618855,0,0,0,0,0.221076122676769,1.48874593690649,1,-0.563845915176116,0.585776116562361,0.467219111023317,1,1,-0.0374588880900578,0,0,1.00790055453336,0,0.338997436410896,1.09569136650284,1,0.471444678873112,-0.407424848930468,-0.39128363889239,-1.44134094005249,-0.215136295115525,0,0,-0.263650090811081,-0.308326988708152,-0.0220500835477052,-0.155815459250614,-0.589229204839638,1,0,-0.332603714894167,1,-1.07714674900958,-0.112752204790791,0
8,3.93778590406101,0.76334114071392,0.433911568854375,0.360463962494148,1.34584278084,-0.302222710800455,1,0.569200738045252,1,1.0333181590235,0,1,-1.11424758621367,0,1,0,0,0.38976526635655,1.5553132541714,1,0.45902962528527,0.214560874890277,-1.18065117357853,0,0,0.530709205585274,0,0,-1.2012332312492,0,0.421607384367003,1.58021253276593,0,0.461756853986018,-0.718420962079096,0.901529240175492,0.607782900116452,2.04964025535927,0,0,0.145448011684717,1.93825583117074,-0.0372175796919412,0.277819492270007,1.14145947975847,1,1,-0.208303013506743,0,1.14428812425906,0.550160115369588,1
9,1.35097670894361,1.17316315286554,0.987386284392362,0.874539360566042,0.568298741207812,-0.333084467574739,1,0.875890246491018,0,-0.600606391903372,0,1,-0.440428220935672,0,1,0,0,1.53904623133969,-0.453374939944599,1,0.890165379818219,0.830049661674453,1.10058490827355,1,1,1.18394768854449,0,0,1.51021586440707,0,-0.305250647230657,-0.216813273475432,0,0.0943592305903085,-0.689004391080112,0.42089971615978,0.607194592085272,0.227060986236412,0,0,0.871921863430153,-0.542058604844327,-0.658241310840906,0.16222189210367,0.202604953904057,1,1,0.670020644534631,0,-0.348882617996788,-0.400927652215588,0
10,10.1487990595282,-0.827166622158843,-1.31390338567545,-0.682762867054242,0.319985172586369,0.267386076381022,0,-0.409151169087089,1,0.326699282223113,0,0,-0.314135803030436,0,1,0,0,-0.824611143579882,-0.963263306068807,0,0.644681764793579,-0.167299504812221,2.39598244365191,0,0,0.15261748708715,1,0,0.245799061834531,0,0.44714385783037,0.034393998603897,0,-0.00117160410910394,0.0346124885436575,1.21956647762201,0.799590464829512,2.65422289276926,0,1,1.07329362180921,-0.571620389416113,0.339431788768069,0.657968165299872,-0.0288335002223601,1,1,0.486135663055891,0,-0.26103942693415,0.211296954454509,1
