ptid,Y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,W
1,-1.81642327766959,0.704540624657973,-1.04238392393483,-0.0313532793819997,0.618178496191872,0.567856889545984,-0.203205047013581,1,1,1,-0.388886494829585,1,-0.437656371873221,0.55904439059644,1,0,-0.00805885276009563,0,0.169905559060638,0.117093466174551,1,-0.517889323989762,0,1.34708656976012,0,1,0,0,1,-0.046633557597873,1.21053115917963,0.0372042183454425,0.258386385738257,1.08687853833367,0.77677628302747,0.308970825696171,1.14125646743956,0.674829020799241,0.17041005375101,0.277895427448496,0,1,1,1,0.494004903388181,1.31051535296813,-0.409181891406921,0,0,0.368730986269344,0.319606518018656,0
2,13.7871081002605,-0.498296843812173,0.495189329600961,-0.126694345491051,0.184820467748367,-0.360571099143356,-0.244880837481589,1,1,1,0.379507999125732,0,0.163356254380715,2.37743267408809,0,1,-0.0932801187639216,1,0.990336883326072,0.649882255946314,1,0.574588387939504,0,-0.155073291824571,0,0,0,1,1,-0.622625178883786,2.00333745680585,-0.182928275851776,0.202716495219124,-0.794600082848415,0.309188228961651,0.771722368115567,0.115484450376228,-0.567010089902892,-0.773857608842176,0.0147877608382117,1,0,1,0,-0.77302545900131,0.0158271840680517,-0.171158492626154,1,0,-0.637983383118008,0.0782320585064151,1
3,-3.17429561471085,0.91770908175671,0.295585621764232,0.46798704274554,1.5339923355149,0.728585206150449,0.0425847844316812,1,0,0,-0.814372962927177,0,0.53182624619979,0.961953535595521,0,0,-0.161984643468985,0,0.820485279215693,0.927230457860505,0,1.62404854058578,0,1.71058969300306,0,0,0,0,1,1.40488611322251,1.81682316256541,1.91515599722596,0.675857060303551,1.66433138950606,0.892470273624655,1.09782765568003,1.11557515625287,3.42231767871056,0.625801632960008,-0.888025157317177,0,0,0,1,1.98752837524645,0.489367279846172,1.5755240424771,0,0,1.59456822964485,-1.87072434055515,0
4,-1.11584791623105,0.54377297943382,0.879071306863707,0.691792101101191,1.8136544109591,1.09941425460254,1.36362134117716,0,0,0,-0.0311685530316509,0,1.1209483046515,-0.549504439250539,0,1,-1.32598640279557,0,0.928087589947304,0.508049573441586,0,0.593379911232503,0,0.894835640426336,0,0,0,0,1,0.592066809694535,-1.13766782306069,0.0866433730042034,0.117494159329907,1.56319471911064,0.874757335944236,-0.225790210567116,-0.337556202945278,0.696746529579772,0.251560298625828,0.175484035545559,0,0,1,0,0.460094119412225,0.652827067899254,1.34583174505102,0,0,0.675470972237406,1.52976134357442,1
5,4.42413059198816,0.907147016640231,0.443516088369407,0.148935273758317,1.25065786112693,1.41417201034832,0.608627913493036,1,0,0,1.63710970746593,1,-1.5394828520325,1.90255826480294,0,0,1.7896514581235,0,0.68439032756735,1.34143076199616,0,1.37701853863481,0,-0.199244503696596,0,1,0,1,1,0.777725030410126,1.40429559011739,0.212605712835237,2.0304280959986,0.639258727220359,-0.252765804763394,0.620132549437607,-0.0578227128672295,0.190313619298892,1.26658668261091,0.874355338960158,0,0,1,0,0.791189849912694,0.175468487088682,-0.19959539606325,1,0,0.44639134060184,-0.00867351170251518,0
6,1.96419479286447,0.60701708997197,0.626824239969236,-0.0582564298931615,2.05229166178788,0.290771641678488,0.181859044589481,1,1,0,1.06766452177794,0,0.959729344132719,-0.578386938733086,0,0,1.39600345694592,0,-0.29418442427216,0.52525748180979,1,0.215799935438782,0,-0.615447459360002,0,1,1,0,0,1.8364920394388,1.85799592414349,0.812718357806946,0.59967802149281,0.0835707334113693,0.712988325729143,0.395155080410507,0.703362534996836,2.01620421027724,-0.176975467186712,1.34278027695421,0,0,0,1,0.531853086726368,0.34230767169757,0.0796809880587054,1,0,-0.257739877298058,0.814301891721337,1
7,8.100707639493,0.695986477266616,-0.677288149542793,-0.715827612271559,-1.03749271228007,-0.301872825401694,0.968249623602041,1,1,0,0.575473546558972,0,0.444422897306882,-1.21970876774828,0,1,-0.931540203408183,1,-0.797801892364136,-0.41377933032517,0,0.668083171800897,0,-0.585549048310123,0,1,0,0,0,0.205484831112968,1.13835946938337,-1.08690678882619,1.37182997642625,-1.19912330579487,-0.765982057641986,0.764547199432986,-0.105632236958053,-0.313978634361008,0.00317989261828314,0.723306563082241,0,1,0,1,-0.885696279063609,-1.4315208337936,0.616384916705996,0,1,0.872416187948094,-1.32335797131795,0
8,8.77910135698075,-0.944295174234035,-1.10474627431992,-0.49638619156965,-0.672634716700117,-2.02573562842202,-1.2805860286473,1,1,0,-0.111140746281117,1,1.37869651362657,-0.54122230563905,0,1,-1.2928418916073,1,-0.75357244754818,-1.22867737364024,0,-1.65114866332443,1,-0.163911501137984,0,1,0,0,0,-0.117970679924387,-0.492724147911586,-0.716981622640852,-0.475675813729174,0.776841213010891,0.0104882757620111,-1.42950760423482,-0.600838554732638,-0.973709207874323,-0.640329922056523,-0.278903807350784,0,1,1,1,-1.76310084819818,-0.208443991211291,0.108740527026325,1,0,-1.098901357465,-0.685659839353535,1
9,-1.79594351647965,-0.00488245198728354,1.14864812875268,-0.0809328536893473,0.100385661036959,-0.116665208425942,0.562325212327827,1,0,1,0.262269426650736,0,1.55356524859723,-0.379878518861336,0,1,1.24572414505586,1,-0.655412350779699,-0.0917986432115108,1,0.634221003358466,0,-0.0229538609012975,0,1,0,1,0,-0.0265051738067989,-0.359856083276501,0.167232312615234,0.385764144764457,0.132403446764946,-0.0559067076260331,-0.466575142560418,-0.126533347432284,0.916327576078202,0.374843044773172,1.30629840712471,0,0,0,1,0.132968893175638,-0.236559600836945,2.02503226062648,1,0,0.101271242838094,-1.57880774503593,0
10,9.74102677562059,-1.15843064224564,-0.397632473115766,-0.871462692936431,0.334447534260618,-0.598538726206588,-0.879324393475262,1,1,1,-0.441017688227993,0,-1.06423556956519,-0.515176688139848,1,1,-1.35018156565151,0,-1.09661522905078,-0.620858089305801,1,-0.950817515753797,1,0.6221310711716,1,1,1,1,1,-2.283277006252,-1.55324331946053,1.51955155356612,-0.410302867156198,-0.0954323153293875,0.959313352468075,-0.218841039651227,-1.47212189235331,0.0329922714829577,-1.14682075195657,0.620845933943103,1,1,1,1,0.478808828004672,0.164456802077114,-0.451208755036364,1,1,1.06058977727044,-0.583824660759702,1
