ptid,Y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,W
1,0,0.670481712441966,-0.254090829905575,-0.105670480711256,1,-2.20609388802813,0,0.495584291860608,1,0.606078396376155,-0.860415266155678,-1.2652710561635,1.67912435469198,0.725740990243491,0,0,0.671498541343754,1,1,0,1.56815238914333,-0.102218887042708,0,0.409966602548604,-0.141484203651888,0.487966060316033,0.583979599736908,0,2.52211908411295,0,1.17046244654697,0,0,0.411087702590907,0.921838900573442,1.41170819808369,0.683126501401882,0.0121322530608795,0.728347368997258,0,0.209429266387707,1.58213367416133,-0.734335099729713,0.46321103406557,0,0,0,0,0,0,0.323216394614205,0
2,0,-0.770864932262465,-0.0361748825743798,-0.312711337951578,1,-0.806353960253965,0,0.0921976872453074,0,0.298824451175358,-0.0561408391018224,0.179022266951165,0.237775573517449,0.45991335652578,1,1,-0.0458980462393092,0,0,0,-1.52253912017227,0.171625860848915,1,-0.448730455041744,-0.730928098912889,-0.218656700987497,0.949016602778166,1,-0.129612314031875,0,-0.490647950454565,1,1,-0.92827356707497,-0.632146312025019,-0.119107611586955,0.123088325681531,-1.40246090578115,0.397564229083685,0,-0.257683935634636,-0.214934056660226,0.159253683286987,-0.995769788721191,1,1,1,1,1,1,0.801569875367521,1
3,1,-0.981583128096538,0.949176127719966,0.784221246882642,1,0.109302066126668,0,0.318886438456531,1,0.593197573267305,0.000934736265887383,1.85397326482066,1.38842652212372,0.863242046862186,0,0,0.726561984602774,0,0,0,1.54336127745039,-0.100721947083642,0,1.20294849891641,0.0973048908758505,0.813871083436806,0.702498448297807,0,1.33748503966751,0,0.579431806878689,0,1,1.05777640705764,0.241749881388351,-0.322325470373598,-0.00314474052847481,1.1311964182813,1.45584724788229,0,-0.79357733895597,1.00454032521194,1.37573028159085,0.50353875913294,0,1,0,0,0,0,0.490444736777965,0
4,1,1.82383093137963,1.53316545349354,1.78694641588458,0,0.523576132796139,0,0.555030143488618,0,-0.532438262115671,0.542304177596143,-1.34104261826207,-0.792649090333285,-1.26009347874461,1,0,1.37999605144228,1,0,1,0.0331401015209634,0.862964574426035,0,1.2312420006358,-0.159963407324197,-0.880963738723851,-0.6122237382642,1,1.69359312939799,0,-0.976379079171792,0,1,0.8026150552552,0.621507618809632,1.16421965917139,-0.910723583620214,0.741969292141783,0.393077968760459,0,0.943904834040826,0.793279275960843,1.52616124704432,0.758775125925793,0,0,0,1,1,0,-0.0971622326361224,1
5,0,-0.522617525863459,-0.225508282565064,0.305949849695304,1,-0.828265138127519,0,-1.18988153435807,1,0.783850474444078,-0.584187160746973,0.387568435092913,0.155218402271278,-0.516738835713462,1,1,0.136129572028774,1,1,1,-1.27371631209041,-0.806424073505432,0,1.10839680872868,0.891190068053433,-0.235579447091181,0.884580755286912,1,-0.240993122421697,1,-0.0131365714611358,0,0,-0.80357248448892,-1.08076501720619,-0.176657469609988,0.786757841823317,-0.460558494267666,1.1265486465823,0,-0.402059669632847,-0.183830991305342,-0.112284472055973,-1.07422120066255,0,1,1,1,0,0,-1.15689620607356,0
6,0,-1.45264533668299,-0.584839279694375,-1.20566509552373,1,-0.416085658556474,1,-2.64797490851457,1,-0.120313062111247,-1.24723615402983,-1.13938236711848,-0.769637237722827,-0.297612375884199,1,1,-0.262621955033002,1,1,1,0.181697788625732,-0.42313744745735,1,-2.37002549357784,-0.889355198325696,-1.09589099952488,-0.106821785456337,1,-2.26161740381631,1,-0.159579122674373,0,1,-0.664760949684627,-1.19559366995673,-0.96426033371608,-0.266414353990094,-1.4640001893235,0.0975295883767128,1,-1.70722297959072,-0.723472581496879,-0.964546637838129,-2.0708610108574,1,1,1,0,0,1,-0.912087781326019,1
7,1,0.334614130295996,1.42658369540679,0.43594905108776,0,-0.59872364276923,0,0.20383211378923,0,-1.3136639042632,-0.0471149509133282,1.33014421920462,0.573859768086583,0.117943150876595,1,1,0.618006127198746,0,0,0,1.28565203906833,-1.53520285015656,0,0.665753783046288,-0.457360940447692,-0.460464711545382,0.647593662249657,0,-1.78728376889254,0,1.58146671147396,1,1,0.536842748052631,0.918661398514277,1.30690390211678,-0.0284601002823691,0.523450972391437,-0.0367938819874863,0,-0.238980321006146,-0.782601807134954,-0.565682992111657,0.0134483318979255,0,1,0,0,0,0,1.20816821893435,0
8,1,0.824998117943218,0.930975995632158,0.474473793398963,0,0.466427402763574,0,0.247544880776928,1,2.00281707100582,-0.037548888208765,1.54336694887257,0.00775637952766105,0.726817959273428,0,0,0.371039963429339,0,0,0,0.0260699710834394,0.332660542915774,0,2.42194134646499,-0.592664917678625,0.84367413912617,0.869434146936917,0,0.987776231886306,0,-0.338623760300535,0,0,1.75166445458139,-0.232860203204363,1.87509024809581,0.104558166642087,1.93360468303953,1.16420481515723,0,0.194966270983413,-0.550856019750401,1.27014990035406,1.5590019348515,0,0,0,0,0,0,-0.362262919572157,1
9,0,-0.294927180895696,-0.273693982543212,-0.212767895438372,1,-1.00472943561466,0,-1.22426024158251,0,0.336578649363001,-0.566308291770289,-0.782628099129894,-2.30254077682985,0.00786968070893542,1,1,-0.871068459931399,1,1,0,-0.530647774601434,0.0432249022845127,0,-0.268037198739507,0.423513216819467,-0.570493565222826,-0.369482630769708,1,-0.468404399104738,1,-0.590614933455416,1,1,0.269515070450526,-1.07808715485398,0.6705514668371,-1.40018529299971,-1.84222040428722,0.0443739661788333,1,-1.12758617674483,-0.0606665054627791,-0.115184312218126,0.0705089712023086,0,1,0,0,1,0,-0.318991629283022,0
10,0,0.125996971358233,-2.3773748935426,0.532458155631566,1,0.914621412967344,0,0.0570907299266603,1,0.165894633011373,0.765389491443821,-0.577797895860986,1.40773801710586,0.542658577859748,1,1,2.409382254229,1,0,1,0.745854077389118,0.381374660611778,0,0.30768300362482,0.239408517823465,-0.720481027416517,0.931002418155309,1,-0.38781040417359,1,0.355915344653358,0,0,-0.756547190236673,0.810461656005094,0.23095716031262,1.04939530727678,0.420037422889602,0.15909760986978,0,-0.312544415731638,-0.0806969531458837,0.17457255573023,-1.90038915511261,0,1,0,0,0,0,-0.445757481295867,1
