ptid,Y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,W
1,1,-0.624218266558038,1.02251824370936,0.461409222847148,-0.656075457886792,-0.04667817844698,0.518389273424854,1,0,0,1,0,0.406977554035438,-0.708860142646416,-0.405675327851169,0.473783400206073,1,1,-0.624311316227535,0,-0.0503853976692382,0.108898623482977,-0.486100554954131,1.33117960056348,-1.10970795241596,1,0,0,0,0,0,1.62607652298314,1,-1.86724884838628,0,-1.49115472811611,-1.30074253080327,-0.664364889556302,-0.433314471531943,-0.722562408813128,-0.504093977561366,0,1,-0.03088370346287,-0.190743767388252,0.30877093337952,-0.995257272571987,0,-2.05250276574465,0.179753854815905,0,0
2,1,-0.969192268126191,0.190564617783656,1.15836778907227,0.620293924621534,0.861065019514463,-1.07756252844348,0,0,0,1,0,-0.464576541302692,0.320653962547725,-0.152151864325743,0.344540855467482,1,1,-2.28863288278872,0,-1.2945268132997,-0.197451322085533,0.125375873750501,-1.08538649982985,0.102348655420036,0,0,0,0,1,0,0.703327815885227,0,1.08592418191227,1,0.780390736425351,0.825576387549311,0.0214699518593198,-0.67401667597442,-0.2852436489242,0.407441722184729,1,1,-0.874163932976586,-0.383515915510795,-1.02494219571988,-1.68426838872572,0,0.00228561437403398,-0.293117864139988,0,1
3,1,-0.760828553001007,1.2849884840959,0.60451942231156,0.95350803003567,1.57178539993683,1.61004805626194,0,1,0,0,0,-1.10239252455127,-0.506632081633025,0.25745318428916,0.0895181505642436,1,1,1.05529796276596,1,-0.172758931153598,-0.097550513195385,1.0456019402916,-0.632405862441754,-0.547036843335734,0,0,0,0,0,0,-0.615748527007664,0,0.267186952089806,0,0.551558233410711,1.64433517828832,-0.39072253372081,0.539640201542615,0.306821032745182,1.40978133567759,0,1,0.283889833211161,0.873781748078814,-0.707363506230671,-0.675270414318818,0,-0.138907436573279,-0.953209072948727,0,0
4,1,-1.76063192152568,0.143305766383856,-1.36842793018343,-1.63782110158898,-1.84483635915916,-0.74021743846536,1,1,1,1,1,-0.550735010802729,-0.440283889858752,-0.920477422584132,-1.15416669281723,1,1,1.62261461986477,1,-0.695909589013453,0.163178565050183,-0.0929723445409511,-0.960596728834531,-1.33378407133642,0,1,1,1,1,1,-1.37449924095289,1,-1.60540619712035,1,-0.825922097923651,-2.0090144069917,-3.4444276027042,-0.314712675727098,-1.99752996721211,-0.367316133497634,1,1,-0.899308978026568,-1.36880001434065,-0.380120852469505,0.00587204384038818,1,-1.77826292521043,-3.36527497997033,1,1
5,1,0.591113213605533,-0.605861542462905,-0.386537545413848,0.589391404207783,-0.00122342342852352,-0.533435259117023,0,1,1,1,0,-2.46652209072905,-0.485625427541437,-0.166907915354081,-0.698803281085163,1,1,-1.60364781939655,1,-0.779989153918995,0.449488683394799,0.0637886216130781,0.766802366478199,0.225191890391792,1,0,0,1,1,1,-1.25694159628419,1,0.902392909348275,1,0.168034181836122,-0.977893190029083,0.579213903137157,-0.0215478240973848,-1.09918152900999,-0.604296860589281,1,1,-1.34528053377266,-0.748030698890018,-0.109788597042554,-0.1910735264743,1,-1.19197061697537,2.07708979821216,1,0
6,0,0.552939508321013,0.901569647413035,0.670927601306786,1.56308413373967,-1.37369221877854,0.243494386541501,0,0,0,0,1,-0.813194253657583,0.473405004939872,-2.57180631301167,-0.709584022679258,1,1,1.17260091677166,1,0.134088083400592,1.12940971153752,0.423943725180461,0.524947422299788,-1.22382659553523,1,0,1,0,0,0,1.05009606908861,0,0.462994821542532,1,-1.16803192840097,-0.646412441113644,-0.861016678490262,0.00193200680156649,0.212220926309957,-0.118073266616119,1,1,-0.141856071474966,-1.5985027628085,-0.369119000608233,0.306091569357623,0,0.882338799132788,0.732091584115826,0,1
7,1,-0.7544236191553,-0.373011007883579,-1.44675263645476,-0.372803497803669,-1.52110554951417,0.0108266531582208,0,1,1,1,1,-0.59882382630222,-1.25311471963194,-1.18347096459376,-0.300816379598722,1,0,-2.53286936793664,1,-0.519169542895896,1.61519770524521,-1.14627058061745,-0.250432457786975,-0.314880963617452,0,1,1,1,1,0,0.662153042160352,1,-0.203502836703141,1,-1.26077809799836,0.239795501997553,0.714834854289015,0.291414630347283,-0.223307342412036,0.802977527512205,1,1,0.553734284744302,0.311509638406407,-0.657471049968461,0.661725365733463,1,-2.55967021565585,-0.397762645851595,0,0
8,0,0.449836072388087,1.17600784175549,1.25009127514978,-0.323077414022948,0.00769274054065805,-0.442640054489267,1,0,0,0,0,-0.567124045841408,0.966142884346134,1.89169269868882,0.0695459273382553,1,1,0.114658206612049,1,0.734838354097803,1.62486663570146,-0.199314468777451,-0.0312873026302476,0.0464357627629928,0,1,0,1,0,1,0.572769655454997,0,0.127838625989393,0,-1.00964053427932,-0.551021066967755,-0.80757952874092,-0.105366540972437,-0.599807512124841,0.510951142781604,1,1,0.632775710343115,-0.815998207513273,-0.0399677486074624,1.38909301408763,1,-0.756513882974094,-0.577102119472633,0,1
9,0,0.0819445215306027,-0.772844489971373,-0.572750939748301,-1.39048299731138,0.121975137074048,0.262396217655472,1,1,1,1,0,-0.241336463690885,-0.654697562280346,-1.82336492561445,-1.31098936162028,1,0,0.151591432243024,1,-1.18178417817939,-1.61002183491232,-0.72896627313251,-1.6435147670309,0.342152193628615,1,1,1,1,1,1,0.820631524459322,0,-1.69612337045994,1,0.65275793530153,0.640132194360732,0.244611898543746,0.422343487415187,-2.77214551020506,-1.46536452648054,1,1,0.0381588525772408,-0.421731817321075,-0.782435292377693,0.900204563634373,0,0.0544748496430099,-0.1756015499167,0,0
10,0,-0.0592898747465137,-0.592807106823496,-0.336599383655162,0.399830088110961,0.55958489259975,1.44638680194717,1,0,1,1,0,0.562353621323425,0.359046688598495,-0.574370551535015,-0.119471838969885,0,1,0.100437725481969,1,0.551812659408128,0.470127252158482,-0.642565707381192,-1.43292858783376,0.104263088589032,0,0,0,1,1,0,0.500038002475046,1,0.295778610486118,1,-0.798780187705492,-0.270276232663323,1.00624679482984,1.31239745490765,1.42329049634575,0.886228190173884,1,1,0.273966807130841,-1.11388224563716,0.195534049507958,0.117143507479951,1,-0.485471879301136,-0.476207330263265,0,1
